MS_system,node,Degree Centrality (DB=True),Norm. Degree Centrality (DB=True),In-degree Centrality (DB=True),Norm. In-degree Centrality (DB=True),Out-degree Centrality (DB=True),Norm. Out-degree Centrality (DB=True),Eigenvector Centrality (DB=True),Betweenness Centrality (DB=True),Closeness Centrality (DB=True),PageRank Centrality (DB=True),Hub Score (DB=True),Authority Score (DB=True),Degree Centrality (DB=False),Norm. Degree Centrality (DB=False),In-degree Centrality (DB=False),Norm. In-degree Centrality (DB=False),Out-degree Centrality (DB=False),Norm. Out-degree Centrality (DB=False),Eigenvector Centrality (DB=False),Betweenness Centrality (DB=False),Closeness Centrality (DB=False),PageRank Centrality (DB=False),Hub Score (DB=False),Authority Score (DB=False)
microservice-kafka,kafka,6,0.8571428571428571,4,0.5714285714285714,2,0.2857142857142857,0.707112081300041,0.14285714285714285,0.6363636363636364,0.4155745769164068,0.2015101040559418,0.06071749063096973,6.0,0.8571428571428571,4.0,0.5714285714285714,2.0,0.2857142857142857,0.707112081300041,0.14285714285714285,0.6363636363636364,0.4155745769164068,0.2015101040559418,0.06071749063096961
microservice-kafka,apache,4,0.7142857142857142,1,0.14285714285714285,4,0.5714285714285714,8.344066852793387e-07,0.09523809523809523,0.14285714285714285,0.04233409610983982,0.33176660202195807,-1.3713429564013187e-17,4.0,0.7142857142857142,1.0,0.14285714285714285,4.0,0.5714285714285714,8.344066852793387e-07,0.09523809523809523,0.14285714285714285,0.04233409610983982,0.33176660202195807,1.028507217300989e-17
microservice-kafka,postgres,3,0.42857142857142855,0,0.0,3,0.42857142857142855,3.61866216366515e-25,0.0,0.0,0.018750000000000003,0.29122430964075385,-0.0,3.0,0.42857142857142855,0.0,0.0,3.0,0.42857142857142855,3.61866216366515e-25,0.0,0.0,0.018750000000000003,0.2912243096407539,-0.0
microservice-kafka,user,2,0.2857142857142857,1,0.14285714285714285,1,0.14285714285714285,8.344066852793387e-07,0.0,0.14285714285714285,0.027745995423340962,-4.843758808599962e-18,0.11478149365037657,2.0,0.2857142857142857,1.0,0.14285714285714285,1.0,0.14285714285714285,8.344066852793387e-07,0.0,0.14285714285714285,0.027745995423340962,3.632819106449972e-18,0.11478149365037657
microservices-basics-spring-boot,web-portal,2,0.2,1,0.1,1,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.0908356584401403,0.10083250778659829,2.0,0.2,1.0,0.1,1.0,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.09083565844014031,0.10083250778659829
microservices-basics-spring-boot,user-webservice,2,0.2,1,0.1,1,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.0908356584401403,0.10083250778659826,2.0,0.2,1.0,0.1,1.0,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.09083565844014031,0.10083250778659826
microservices-basics-spring-boot,api-gateway,4,0.4,3,0.30000000000000004,1,0.1,0.7071090452589373,0.08888888888888889,0.54,0.3964300288550945,1.5253375276086193e-18,0.12630350636455573,4.0,0.4,3.0,0.30000000000000004,1.0,0.1,0.7071090452589373,0.08888888888888889,0.54,0.3964300288550945,5.084458425362066e-19,0.12630350636455567
microservices-basics-spring-boot,comments-webservice,3,0.30000000000000004,2,0.2,1,0.1,4.767882004752669e-07,0.0,0.22499999999999998,0.0256202780686391,0.0908356584401403,0.1380935431515458,3.0,0.30000000000000004,2.0,0.2,1.0,0.1,4.767882004752669e-07,0.0,0.22499999999999998,0.0256202780686391,0.09083565844014031,0.13809354315154582
microservices-basics-spring-boot,auth-server,2,0.2,1,0.1,1,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.0908356584401403,0.10083250778659826,2.0,0.2,1.0,0.1,1.0,0.1,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.09083565844014031,0.10083250778659826
microservices-basics-spring-boot,webservice-registry,7,0.7000000000000001,6,0.6000000000000001,1,0.1,5.130557139788221e-06,0.11111111111111112,0.6124999999999999,0.0932443278129681,0.04957155963836213,0.2314404115509072,7.0,0.7000000000000001,6.0,0.6000000000000001,1.0,0.1,5.130557139788221e-06,0.11111111111111112,0.6124999999999999,0.0932443278129681,0.049571559638362114,0.23144041155090722
microservices-basics-spring-boot,task-webservice,3,0.30000000000000004,1,0.1,2,0.2,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.1450345679324157,0.10083250778659826,3.0,0.30000000000000004,1.0,0.1,2.0,0.2,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,0.14503456793241573,0.10083250778659826
microservices-basics-spring-boot,configserver,9,0.9,1,0.1,8,0.8,3.1610267434824314e-09,0.1,0.1,0.0277974728716386,0.39247967903029873,-0.0,9.0,0.9,1.0,0.1,8.0,0.8,3.1610267434824314e-09,0.1,0.1,0.0277974728716386,0.39247967903029873,-0.0
microservices-basics-spring-boot,zipkin-tracing,1,0.1,1,0.1,0,0.0,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,-0.0,0.10083250778659826,1.0,0.1,1.0,0.1,0.0,0.0,4.5940255338611345e-08,0.0,0.13333333333333333,0.01797914250430814,-0.0,0.10083250778659826
microservices-basics-spring-boot,github-repository,1,0.1,0,0.0,1,0.1,1.0536755811608108e-10,0.0,0.0,0.01502566101169654,-0.0,-0.0,1.0,0.1,0.0,0.0,1.0,0.1,1.0536755811608108e-10,0.0,0.0,0.01502566101169654,-0.0,-0.0
microservices-basics-spring-boot,user,2,0.2,1,0.1,1,0.1,0.7071045170881273,0.0,0.3521739130434783,0.3519865188584221,0.04957155963836213,3.886411473269845e-18,2.0,0.2,1.0,0.1,1.0,0.1,0.7071045170881273,0.0,0.3521739130434783,0.3519865188584221,0.049571559638362114,1.2954704910899485e-18
piggymetrics,statistics-service,7,0.4375,5,0.3125,2,0.125,0.2730829719416604,0.10902777777777777,0.3828125,0.07930471443372962,0.04922911927126525,0.1574193808811211,6.0,0.5,4.0,0.3333333333333333,2.0,0.16666666666666666,0.27308295890933976,0.1148989898989899,0.3968253968253968,0.07984130888257157,0.06151179598569997,0.1503017955820956
piggymetrics,account-service,6,0.375,4,0.25,2,0.125,0.27308295284801143,0.0673611111111111,0.35000000000000003,0.06807814433317301,0.04922911927126525,0.14646713913706572,5.0,0.41666666666666663,3.0,0.25,2.0,0.16666666666666666,0.27308289676049163,0.03914141414141414,0.34722222222222227,0.0644674160342746,0.06151179598569997,0.14009924645852362
piggymetrics,notification-service,7,0.4375,4,0.25,3,0.1875,0.27308295284801143,0.12152777777777776,0.35000000000000003,0.06807814433317301,0.05265416904650858,0.14646713913706572,6.0,0.5,3.0,0.25,3.0,0.25,0.27308289676049163,0.1148989898989899,0.34722222222222227,0.0644674160342746,0.06599131415647787,0.14009924645852362
piggymetrics,config,8,0.5,0,0.0,8,0.5,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.23851359679784415,-0.0,8.0,0.6666666666666666,0.0,0.0,8.0,0.6666666666666666,3.884303003094106e-09,0.0,0.0,0.018086920326601138,0.2758665284238282,-0.0
piggymetrics,turbine-stream-service,4,0.25,2,0.125,2,0.125,0.19550289601821827,0.0875,0.3223684210526316,0.09547394869499456,0.05873498925793879,0.06336573699784626,4.0,0.3333333333333333,2.0,0.16666666666666666,2.0,0.16666666666666666,0.19550307627004718,0.12878787878787878,0.33333333333333337,0.10303900862822765,0.07231617289295003,0.06587652420877498
piggymetrics,registry,7,0.4375,6,0.375,1,0.0625,0.5853321261694794,0.24583333333333332,0.532608695652174,0.14904701074382437,0.017835117056048618,0.1504484953664611,6.0,0.5833333333333333,6.0,0.5,1.0,0.08333333333333333,0.5853320635949328,0.30303030303030304,0.5555555555555556,0.1546971144240561,0.021667539402759558,0.15963263933421357
piggymetrics,monitoring,2,0.125,2,0.125,0,0.0,0.09550615281380126,0.0,0.2704326923076923,0.05518877463773758,-0.0,0.07383298875592045,2.0,0.16666666666666666,2.0,0.16666666666666666,0.0,0.0,0.09550539719615139,0.0,0.28809523809523807,0.06380118192690719,-0.0,0.07750156778111805
piggymetrics,auth-service,7,0.4375,3,0.1875,4,0.25,0.18346168617520892,0.04375,0.3141025641025641,0.05614679665160206,0.15733848128418843,0.104667137130704,6.0,0.5,2.0,0.16666666666666666,4.0,0.3333333333333333,0.1834615582825173,0.003787878787878788,0.32051282051282054,0.05316888673783061,0.17996625353281068,0.10004077501884878
piggymetrics,gateway,8,0.5,3,0.1875,5,0.3125,0.3755588457685097,0.2791666666666667,0.3951612903225806,0.1782880066455389,0.1554617047823443,0.06810397981449058,8.0,0.6666666666666666,3.0,0.25,5.0,0.41666666666666663,0.37555856693521134,0.3939393939393939,0.43859649122807015,0.19505957632107732,0.17357557042843744,0.07105070098246997
piggymetrics,auth-mongodb,1,0.0625,0,0.0,1,0.0625,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.027410301831588522,-0.0,,,,,,,,,,,,
piggymetrics,rabbitmq,4,0.25,3,0.1875,1,0.0625,0.4002047078060315,0.1,0.4083333333333333,0.09513461109772081,0.016594262769632124,0.03753451223585569,4.0,0.3333333333333333,3.0,0.25,1.0,0.08333333333333333,0.4002053318051101,0.12121212121212122,0.3968253968253968,0.09768432352730605,0.02008962845226041,0.04207260011342063
piggymetrics,notification-mongodb,1,0.0625,0,0.0,1,0.0625,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.03835691509497237,-0.0,,,,,,,,,,,,
piggymetrics,statistics-mongodb,1,0.0625,0,0.0,1,0.0625,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.04122509569269139,-0.0,,,,,,,,,,,,
piggymetrics,account-mongodb,1,0.0625,0,0.0,1,0.0625,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.03835691509497237,-0.0,,,,,,,,,,,,
piggymetrics,user,2,0.125,1,0.0625,1,0.0625,0.18346164798791087,0.0,0.2784090909090909,0.04351690528847588,0.017835117056048618,0.03861482556898354,2.0,0.16666666666666666,1.0,0.08333333333333333,1.0,0.08333333333333333,0.1834614961336693,0.0,0.2976190476190476,0.051247150131793484,0.021667539402759558,0.03863597699090381
piggymetrics,external-website,1,0.0625,0,0.0,1,0.0625,1.1231558256650497e-09,0.0,0.0,0.013207722673204941,0.04122509569269139,-0.0,1.0,0.08333333333333333,0.0,0.0,1.0,0.08333333333333333,3.884303003094106e-09,0.0,0.0,0.018086920326601138,0.04583586133631634,-0.0
piggymetrics,mail-server,1,0.0625,1,0.0625,0,0.0,0.13340151910105028,0.0,0.28125,0.03249660710080037,-0.0,0.01307866497448582,1.0,0.08333333333333333,1.0,0.08333333333333333,0.0,0.0,0.13340162448578524,0.0,0.28809523809523807,0.03635277669847893,-0.0,0.01468892707110739
qbike,qbike-order,3,0.16666666666666666,2,0.1111111111111111,1,0.05555555555555555,6.124496253648257e-07,0.0784313725490196,0.25396825396825395,0.05019455252918287,1.5439317556821525e-17,0.0,2.0,0.14285714285714285,1.0,0.07142857142857142,1.0,0.07142857142857142,8.06765539361874e-07,0.11538461538461539,0.2692307692307692,0.05596221959858325,-1.5439317556821528e-17,0.0
qbike,qbike-intention,3,0.16666666666666666,1,0.05555555555555555,2,0.1111111111111111,7.63915661745374e-09,0.013071895424836602,0.05555555555555555,0.016611792876384313,0.0,1.2358946036101543e-18,2.0,0.14285714285714285,0.0,0.0,2.0,0.14285714285714285,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,-1.8334189598725567e-17,0.0
qbike,microservice-api-gateway,3,0.16666666666666666,2,0.1111111111111111,1,0.05555555555555555,0.7071097696551272,0.05228758169934641,0.3276643990929705,0.3445652386398778,-1.1579488167616144e-17,1.9774313657762468e-17,3.0,0.21428571428571427,2.0,0.14285714285714285,1.0,0.07142857142857142,0.7071100055885545,0.06593406593406594,0.32625482625482627,0.3504851465072353,9.649573473013455e-19,3.9548627315524955e-17
qbike,qbike-trip,3,0.16666666666666666,2,0.1111111111111111,1,0.05555555555555555,1.145873492618061e-07,0.00980392156862745,0.125,0.02367180484884765,1.5439317556821525e-17,-7.909725463104987e-17,2.0,0.14285714285714285,1.0,0.07142857142857142,1.0,0.07142857142857142,1.018554664409853e-08,0.0,0.07142857142857142,0.01682408500590319,-1.5439317556821528e-17,-1.483073524332186e-17
qbike,eureka,5,0.2777777777777778,4,0.2222222222222222,1,0.05555555555555555,6.6679300502622944e-06,0.09803921568627451,0.390625,0.09294578718946421,3.859829389205381e-18,7.909725463104987e-17,4.0,0.3571428571428571,4.0,0.2857142857142857,1.0,0.07142857142857142,7.208908443797328e-06,0.1208791208791209,0.3601190476190476,0.08872786304604488,7.719658778410764e-18,-7.909725463104991e-17
qbike,qbike-uc,2,0.1111111111111111,1,0.05555555555555555,1,0.05555555555555555,7.63915661745374e-09,0.00980392156862745,0.05555555555555555,0.016611792876384313,1.5439317556821525e-17,9.887156828881234e-18,1.0,0.07142857142857142,0.0,0.0,1.0,0.07142857142857142,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,-1.5439317556821528e-17,0.0
qbike,mysql,4,0.2222222222222222,4,0.2222222222222222,0,0.0,2.9766368888699032e-08,0.0,0.2222222222222222,0.024244238252020354,0.0,0.4384471871911698,4.0,0.2857142857142857,4.0,0.2857142857142857,0.0,0.0,3.9688509337349464e-08,0.0,0.2857142857142857,0.03187721369539552,0.0,0.4384471871911697
qbike,rabbit,6,0.38888888888888884,6,0.3333333333333333,1,0.05555555555555555,4.4517843736195955e-08,0.0784313725490196,0.3333333333333333,0.039509129003292426,0.0,0.5615528128088303,7.0,0.5,6.0,0.42857142857142855,1.0,0.07142857142857142,5.9357151132850115e-08,0.13186813186813187,0.42857142857142855,0.051948051948051965,0.0,0.5615528128088304
qbike,database-qbike-order,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.0,0.0,,,,,,,,,,,,
qbike,database-qbike-intention,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,2.4123933682533633e-19,0.0,,,,,,,,,,,,
qbike,database-qbike-trip,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,-1.5439317556821525e-17,0.0,,,,,,,,,,,,
qbike,database-qbike-uc,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,1.9299146946026907e-18,0.0,,,,,,,,,,,,
qbike,user,2,0.1111111111111111,1,0.05555555555555555,1,0.05555555555555555,0.707103792673622,0.0,0.24700854700854702,0.30185218877706366,3.859829389205381e-18,-5.932294097328741e-17,2.0,0.14285714285714285,1.0,0.07142857142857142,1.0,0.07142857142857142,0.7071035567326258,0.0,0.24635568513119535,0.30972441665687317,7.719658778410764e-18,4.943578414440619e-18
qbike,uc,2,0.1111111111111111,0,0.0,2,0.1111111111111111,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.1951941016011038,0.0,2.0,0.14285714285714285,0.0,0.0,2.0,0.14285714285714285,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.1951941016011038,0.0
qbike,intention,2,0.1111111111111111,0,0.0,2,0.1111111111111111,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.1951941016011038,0.0,2.0,0.14285714285714285,0.0,0.0,2.0,0.14285714285714285,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.1951941016011038,0.0
qbike,position,2,0.1111111111111111,0,0.0,2,0.1111111111111111,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.1951941016011038,0.0,2.0,0.14285714285714285,0.0,0.0,2.0,0.14285714285714285,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.1951941016011038,0.0
qbike,order,2,0.1111111111111111,0,0.0,2,0.1111111111111111,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.1951941016011038,0.0,2.0,0.14285714285714285,0.0,0.0,2.0,0.14285714285714285,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.1951941016011038,0.0
qbike,api-gateway,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.10961179679779243,0.0,1.0,0.07142857142857142,0.0,0.0,1.0,0.07142857142857142,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.10961179679779244,0.0
qbike,zipkin,1,0.05555555555555555,0,0.0,1,0.05555555555555555,2.634191937053014e-10,0.0,0.0,0.008979347500748278,0.10961179679779243,0.0,1.0,0.07142857142857142,0.0,0.0,1.0,0.07142857142857142,3.5122574634822536e-10,0.0,0.0,0.011806375442739082,0.10961179679779244,0.0
sample-spring-cloud-webflux,account-service,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-0.0,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-3.204937810639274e-17,0.3333333333333333
sample-spring-cloud-webflux,gateway-service,5,1.25,2,0.5,3,0.75,0.5732796446078026,0.8333333333333333,0.6666666666666666,0.3555404208343198,1.0,-0.0,5.0,1.25,2.0,0.5,3.0,0.75,0.5732796446078026,0.8333333333333333,0.6666666666666666,0.3555404208343198,1.0,-1.0015430658247732e-18
sample-spring-cloud-webflux,customer-service,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-0.0,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-3.204937810639274e-17,0.3333333333333333
sample-spring-cloud-webflux,discovery-service,3,0.75,2,0.5,1,0.25,0.49536025092882285,0.5,0.5714285714285714,0.2522506965468279,-0.0,-0.0,3.0,0.75,2.0,0.5,1.0,0.25,0.49536025092882285,0.5,0.5714285714285714,0.2522506965468279,-1.0015430658247732e-18,-3.204937810639274e-17
sample-spring-cloud-webflux,user,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.0,0.4444444444444444,0.13073629420628416,-0.0,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.0,0.4444444444444444,0.13073629420628416,-1.0015430658247732e-18,0.3333333333333333
sample-spring-microservices-new,employee-service,6,0.8571428571428571,4,0.5714285714285714,2,0.2857142857142857,0.4083148800996026,0.02182539682539682,0.6428571428571428,0.13167996845528612,0.11152772774083823,0.21603987536902292,6.0,0.8571428571428571,4.0,0.5714285714285714,2.0,0.2857142857142857,0.4083148800996026,0.02182539682539682,0.6428571428571428,0.13167996845528612,0.11152772774083826,0.21603987536902297
sample-spring-microservices-new,config-service,4,0.7142857142857142,0,0.0,4,0.7142857142857142,2.4671121411124784e-08,0.0,0.0,0.03800070973584237,0.22479919592205594,-0.0,4.0,0.7142857142857142,0.0,0.0,4.0,0.7142857142857142,2.4671121411124784e-08,0.0,0.0,0.03800070973584237,0.22479919592205594,-0.0
sample-spring-microservices-new,department-service,6,0.8571428571428571,3,0.42857142857142855,3,0.42857142857142855,0.26705652576526745,0.02182539682539682,0.5142857142857142,0.10260790197717859,0.17572801422698778,0.17129085371625072,6.0,0.8571428571428571,3.0,0.42857142857142855,3.0,0.42857142857142855,0.26705652576526745,0.02182539682539682,0.5142857142857142,0.10260790197717859,0.1757280142269878,0.17129085371625077
sample-spring-microservices-new,gateway-service,8,1.1428571428571428,3,0.42857142857142855,4,0.7142857142857142,0.330215558751482,0.4107142857142857,0.5714285714285714,0.2362584692097282,0.2212243587790353,0.06745396170754657,8.0,1.1428571428571428,3.0,0.42857142857142855,4.0,0.7142857142857142,0.330215558751482,0.4107142857142857,0.5714285714285714,0.2362584692097282,0.22122435877903532,0.0674539617075465
sample-spring-microservices-new,organization-service,6,0.8571428571428571,2,0.2857142857142857,4,0.5714285714285714,0.17466682740657394,0.02182539682539682,0.42857142857142855,0.08462512555921958,0.22663029262469714,0.11357960080960315,6.0,0.8571428571428571,2.0,0.2857142857142857,4.0,0.5714285714285714,0.17466682740657394,0.02182539682539682,0.42857142857142855,0.08462512555921958,0.22663029262469717,0.11357960080960311
sample-spring-microservices-new,discovery-service,4,0.7142857142857142,4,0.5714285714285714,1,0.14285714285714285,0.4496243538171184,0.21428571428571427,0.5714285714285714,0.14747938705558988,0.020045205353192836,0.18810570141754512,4.0,0.7142857142857142,4.0,0.5714285714285714,1.0,0.14285714285714285,0.4496243538171184,0.21428571428571427,0.5714285714285714,0.14747938705558988,0.020045205353192815,0.18810570141754518
sample-spring-microservices-new,zipkin,4,0.5714285714285714,4,0.5714285714285714,0,0.0,0.6242904164189287,0.0,0.7,0.1811834759249462,-0.0,0.1871953715226683,4.0,0.5714285714285714,4.0,0.5714285714285714,0.0,0.0,0.6242904164189287,0.0,0.7,0.1811834759249462,-0.0,0.18719537152266835
sample-spring-microservices-new,user,2,0.2857142857142857,1,0.14285714285714285,1,0.14285714285714285,0.1746664573397528,0.0,0.36734693877551017,0.07816496208220912,0.020045205353192836,0.05633463545736318,2.0,0.2857142857142857,1.0,0.14285714285714285,1.0,0.14285714285714285,0.1746664573397528,0.0,0.36734693877551017,0.07816496208220912,0.020045205353192815,0.05633463545736319
scaffold-cloud,scaffold-txmanager,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-business-thirdparty-service,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-business-job-service,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-business-sys-service,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-zuul,3,0.2727272727272727,2,0.18181818181818182,1,0.09090909090909091,0.707109569357142,0.09090909090909091,0.55,0.4120835370422921,-0.0,-0.0,3.0,0.2727272727272727,2.0,0.18181818181818182,1.0,0.09090909090909091,0.707109569357142,0.09090909090909091,0.55,0.4120835370422921,-0.0,9.959918968813849e-17
scaffold-cloud,demo,2,0.18181818181818182,1,0.09090909090909091,1,0.09090909090909091,3.112396758197093e-07,0.0,0.09090909090909091,0.017812500000000002,0.10961179679779245,0.10961179679779233,2.0,0.18181818181818182,1.0,0.09090909090909091,1.0,0.09090909090909091,3.112396758197093e-07,0.0,0.09090909090909091,0.017812500000000002,0.10961179679779244,0.1096117967977924
scaffold-cloud,scaffold-config-server,2,0.18181818181818182,0,0.0,2,0.18181818181818182,1.2968319825821219e-08,0.0,0.0,0.0125,0.12310562561766056,-0.0,2.0,0.18181818181818182,0.0,0.0,2.0,0.18181818181818182,1.2968319825821219e-08,0.0,0.0,0.0125,0.12310562561766056,-0.0
scaffold-cloud,scaffold-eureka,10,0.9090909090909092,9,0.8181818181818182,1,0.09090909090909091,5.978395439703578e-06,0.16363636363636364,0.8181818181818182,0.107328125,-0.0,0.8903882032022077,10.0,0.9090909090909092,9.0,0.8181818181818182,1.0,0.09090909090909091,5.978395439703578e-06,0.16363636363636364,0.8181818181818182,0.107328125,1.2261220557570338e-17,0.8903882032022075
scaffold-cloud,scaffold-route-openapi,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-route-app,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,scaffold-route-operate,1,0.09090909090909091,0,0.0,1,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779245,-0.0,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,1.2968319825821219e-08,0.0,0.0,0.0125,0.10961179679779244,-0.0
scaffold-cloud,user,2,0.18181818181818182,1,0.09090909090909091,1,0.09090909090909091,0.7071039929796168,0.0,0.36666666666666664,0.3627758379577079,-0.0,-0.0,2.0,0.18181818181818182,1.0,0.09090909090909091,1.0,0.09090909090909091,0.7071039929796168,0.0,0.36666666666666664,0.3627758379577079,1.2261220557570338e-17,-0.0
spring-boot-microservices,web-portal,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518223,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518222
spring-boot-microservices,user-webservice,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518226,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518219
spring-boot-microservices,api-gateway,4,0.4444444444444444,3,0.3333333333333333,1,0.1111111111111111,0.7071090452589381,0.1111111111111111,0.6,0.40396171526691543,1.006721524327352e-18,0.13839053848437965,4.0,0.4444444444444444,3.0,0.3333333333333333,1.0,0.1111111111111111,0.7071090452589381,0.1111111111111111,0.6,0.40396171526691543,-2.0134430486547044e-18,0.1383905384843798
spring-boot-microservices,comments-webservice,3,0.3333333333333333,2,0.2222222222222222,1,0.1111111111111111,4.767882004752674e-07,0.0,0.25,0.026176741071428575,0.09766765138278026,0.15478646616345762,3.0,0.3333333333333333,2.0,0.2222222222222222,1.0,0.1111111111111111,4.767882004752674e-07,0.0,0.25,0.026176741071428575,0.09766765138278026,0.15478646616345762
spring-boot-microservices,auth-server,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518226,2.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.1111111111111111,4.5940255338611385e-08,0.0,0.14814814814814814,0.01836964285714286,0.09766765138278026,0.10839018605518219
spring-boot-microservices,webservice-registry,6,0.7777777777777777,6,0.6666666666666666,1,0.1111111111111111,5.130557139788223e-06,0.1388888888888889,0.6805555555555556,0.09526956026785714,0.049462663838140464,0.27326225113143376,6.0,0.7777777777777777,6.0,0.6666666666666666,1.0,0.1111111111111111,5.130557139788223e-06,0.1388888888888889,0.6805555555555556,0.09526956026785714,0.049462663838140526,0.2732622511314337
